0.0135241	0.01
0.0135441	0.02
0.013576	0.03
0.0136991	0.04
0.0138419	0.05
0.0138772	0.06
0.0166571	0.07
0.01669	0.08
0.0167801	0.09
0.0173979	0.10
0.0176711	0.11
0.017827	0.12
0.017926	0.13
0.0179601	0.14
0.018158	0.15
0.018291	0.16
0.018373	0.17
0.018445	0.18
0.018533	0.19
0.0185599	0.20
0.018682	0.21
0.018698	0.22
0.018707	0.23
0.0187409	0.24
0.018852	0.25
0.0188668	0.26
0.0194631	0.27
0.019887	0.28
0.0202682	0.29
0.094223	0.30
0.112514	0.31
0.114583	0.32
0.115927	0.33
0.11606	0.34
0.116433	0.35
0.11671	0.36
0.117026	0.37
0.117837	0.38
0.117863	0.39
0.138616	0.40
0.139289	0.41
0.142913	0.42
0.154991	0.43
0.159226	0.44
0.160348	0.45
0.160712	0.46
0.160859	0.47
0.161185	0.48
0.173738	0.49
0.175917	0.50
0.179203	0.51
0.180974	0.52
0.181341	0.53
0.181453	0.54
0.191366	0.55
0.194377	0.56
0.195669	0.57
0.196221	0.58
0.218512	0.59
0.218606	0.60
0.221913	0.61
0.223726	0.62
0.248147	0.63
0.248623	0.64
0.248648	0.65
0.384848	0.66
0.387522	0.67
0.38929	0.68
0.482481	0.69
0.484907	0.70
0.502363	0.71
0.505377	0.72
0.508716	0.73
0.510153	0.74
0.688272	0.75
1.07294	0.76
1.11113	0.77
1.2568	0.78
1.68856	0.79
1.76209	0.80
1.93942	0.81
2.02382	0.82
2.64805	0.83
2.69297	0.84
2.73815	0.85
2.89721	0.86
2.97618	0.87
2.98151	0.88
3.02117	0.89
3.12128	0.90
3.26212	0.91
3.72352	0.92
3.88379	0.93
4.6363	0.94
4.81465	0.95
5.20152	0.96
5.44524	0.97
6.53049	0.98
8.36062	0.99
8.88892	1.00

