0.0266418	0.01
0.0266471	0.02
0.026849	0.03
0.0270789	0.04
0.0270908	0.05
0.027338	0.06
0.0283439	0.07
0.028496	0.08
0.0285528	0.09
0.028933	0.10
0.0291431	0.11
0.0291631	0.12
0.029253	0.13
0.0293109	0.14
0.029742	0.15
0.03037	0.16
0.0304251	0.17
0.030674	0.18
0.0311089	0.19
0.031163	0.20
0.031424	0.21
0.0315931	0.22
0.0316	0.23
0.0316288	0.24
0.031683	0.25
0.03175	0.26
0.0318239	0.27
0.0319588	0.28
0.0323899	0.29
0.060571	0.30
0.0606079	0.31
0.0609732	0.32
0.0610061	0.33
0.0612171	0.34
0.0612218	0.35
0.0612841	0.36
0.0613689	0.37
0.0614181	0.38
0.062778	0.39
0.0628328	0.40
0.063653	0.41
0.0639589	0.42
0.0647409	0.43
0.0648241	0.44
0.065155	0.45
0.065177	0.46
0.0652292	0.47
0.065362	0.48
0.066129	0.49
0.0663259	0.50
0.0665441	0.51
0.066632	0.52
0.0666699	0.53
0.066812	0.54
0.0809889	0.55
0.0831339	0.56
0.084578	0.57
0.0850551	0.58
0.08535	0.59
0.085501	0.60
0.085849	0.61
0.085886	0.62
0.0861659	0.63
0.0866871	0.64
0.086827	0.65
0.131728	0.66
0.131997	0.67
0.13205	0.68
0.132303	0.69
0.132369	0.70
0.132703	0.71
0.133914	0.72
0.153872	0.73
0.153931	0.74
0.154101	0.75
0.154287	0.76
0.154373	0.77
0.154781	0.78
0.160337	0.79
0.176475	0.80
0.177246	0.81
0.177291	0.82
0.177318	0.83
0.18021	0.84
0.210176	0.85
0.213623	0.86
0.213688	0.87
0.214472	0.88
0.214917	0.89
0.248055	0.90
0.249933	0.91
0.252919	0.92
0.25349	0.93
0.260137	0.94
0.262416	0.95
0.262561	0.96
0.354586	0.97
0.355494	0.98
0.3577	0.99
0.961622	1.00

