0.130895	0.01
0.132683	0.02
0.132885	0.03
0.133168	0.04
0.13349	0.05
0.135442	0.06
0.136067	0.07
0.13641	0.08
0.136457	0.09
0.137358	0.10
0.140414	0.11
0.195033	0.12
0.217926	0.13
0.219092	0.14
0.2747	0.15
0.275631	0.16
0.328398	0.17
0.330074	0.18
0.332618	0.19
0.417631	0.20
0.420229	0.21
0.461931	0.22
0.463294	0.23
0.627929	0.24
0.636718	0.25
0.69944	0.26
0.702662	0.27
0.835851	0.28
0.884852	0.29
0.947249	0.30
0.983405	0.31
1.18394	0.32
1.24802	0.33
1.25792	0.34
1.32714	0.35
1.54126	0.36
1.57056	0.37
1.81297	0.38
1.8217	0.39
1.86586	0.40
2.10379	0.41
2.22207	0.42
2.31774	0.43
2.45346	0.44
2.51752	0.45
2.54253	0.46
2.60268	0.47
2.7377	0.48
2.75292	0.49
2.87994	0.50
2.88373	0.51
2.9262	0.52
2.99048	0.53
3.02722	0.54
3.07731	0.55
3.08297	0.56
3.12763	0.57
3.3155	0.58
3.75635	0.59
3.82535	0.60
3.83882	0.61
3.90956	0.62
4.12849	0.63
4.22859	0.64
4.23888	0.65
4.48514	0.66
5.06379	0.67
5.06702	0.68
5.27956	0.69
5.42867	0.70
5.47796	0.71
5.5069	0.72
5.577	0.73
5.64671	0.74
5.81302	0.75
5.86911	0.76
5.9399	0.77
6.02652	0.78
6.09473	0.79
6.74335	0.80
6.90249	0.81
7.19245	0.82
7.86203	0.83
8.19803	0.84
8.43903	0.85
8.69863	0.86
8.99148	0.87
9.21937	0.88
9.73607	0.89
9.95098	0.90
10.543	0.91
13.3431	0.92
14.4261	0.93
14.6045	0.94
15.2196	0.95
15.5976	0.96
16.8414	0.97
17.8602	0.98
20.0659	0.99
27.0414	1.00

