0.0510728	0.01
0.054363	0.02
0.0563519	0.03
0.0876651	0.04
0.0880079	0.05
0.088038	0.06
0.0882308	0.07
0.0891702	0.08
0.0912442	0.09
0.0923591	0.10
0.092366	0.11
0.0925691	0.12
0.0929708	0.13
0.093446	0.14
0.09374	0.15
0.094059	0.16
0.0943489	0.17
0.0948629	0.18
0.0949209	0.19
0.094933	0.20
0.095108	0.21
0.095613	0.22
0.107385	0.23
0.107551	0.24
0.10854	0.25
0.110417	0.26
0.110455	0.27
0.111384	0.28
0.111997	0.29
0.112228	0.30
0.113171	0.31
0.135039	0.32
0.136162	0.33
0.136208	0.34
0.138759	0.35
0.138859	0.36
0.139699	0.37
0.140689	0.38
0.144193	0.39
0.144338	0.40
0.149025	0.41
0.149225	0.42
0.150088	0.43
0.15681	0.44
0.1572	0.45
0.160932	0.46
0.161834	0.47
0.16191	0.48
0.162157	0.49
0.1915	0.50
0.232043	0.51
0.232323	0.52
0.233217	0.53
0.235991	0.54
0.237752	0.55
0.237944	0.56
0.239409	0.57
0.243163	0.58
0.243571	0.59
0.243653	0.60
0.244347	0.61
0.324881	0.62
0.330205	0.63
0.330441	0.64
0.349452	0.65
0.351278	0.66
0.353273	0.67
0.375468	0.68
0.377799	0.69
0.378953	0.70
0.391965	0.71
0.392525	0.72
0.462923	0.73
0.468278	0.74
0.488853	0.75
0.490673	0.76
0.493853	0.77
0.496155	0.78
0.512059	0.79
0.51312	0.80
0.519303	0.81
0.522407	0.82
0.526552	0.83
0.527071	0.84
0.568174	0.85
0.569326	0.86
0.574019	0.87
0.576754	0.88
0.611838	0.89
0.816751	0.90
0.885382	0.91
1.00957	0.92
1.01707	0.93
1.11197	0.94
1.18686	0.95
1.22378	0.96
1.86996	0.97
1.89667	0.98
2.23414	0.99
2.82503	1.00

