0.17761	0.01
0.177762	0.02
0.181433	0.03
0.18361	0.04
0.184086	0.05
0.199617	0.06
0.199773	0.07
0.20037	0.08
0.205091	0.09
0.222792	0.10
0.223356	0.11
0.2242	0.12
0.224352	0.13
0.225055	0.14
0.225079	0.15
0.229611	0.16
0.374878	0.17
0.376886	0.18
0.487291	0.19
0.489719	0.20
0.685323	0.21
0.920289	0.22
1.04531	0.23
1.13231	0.24
1.13496	0.25
1.25579	0.26
1.44365	0.27
1.66813	0.28
1.81284	0.29
1.96429	0.30
2.22289	0.31
2.31415	0.32
2.44377	0.33
2.56549	0.34
3.03749	0.35
4.25044	0.36
4.40085	0.37
4.41606	0.38
4.84174	0.39
4.92663	0.40
5.07797	0.41
5.21542	0.42
5.32282	0.43
5.50384	0.44
5.52098	0.45
5.64716	0.46
5.65577	0.47
5.71263	0.48
5.77687	0.49
6.32353	0.50
6.71347	0.51
7.04749	0.52
7.05909	0.53
7.22958	0.54
7.28826	0.55
7.48958	0.56
7.75787	0.57
8.94983	0.58
9.00594	0.59
9.20302	0.60
9.39855	0.61
9.67405	0.62
9.74487	0.63
10.5504	0.64
11.9302	0.65
12.189	0.66
12.2611	0.67
16.0148	0.68
16.4669	0.69
16.5958	0.70
16.6211	0.71
17.8653	0.72
17.9683	0.73
18.1104	0.74
18.4562	0.75
20.4103	0.76
21.8547	0.77
21.8996	0.78
23.8936	0.79
23.9244	0.80
23.9503	0.81
24.0206	0.82
24.2074	0.83
26.6913	0.84
28.8428	0.85
29.7723	0.86
30.4026	0.87
30.5865	0.88
31.3702	0.89
31.5338	0.90
32.0919	0.91
34.108	0.92
35.0508	0.93
35.652	0.94
36.2474	0.95
46.9483	0.96
47.7121	0.97
52.0586	0.98
53.997	0.99
65.99	1.00

