0.0182769	0.01
0.018295	0.02
0.0183821	0.03
0.0184472	0.04
0.0184519	0.05
0.0206559	0.06
0.0210199	0.07
0.0222499	0.08
0.0225601	0.09
0.0231922	0.10
0.023474	0.11
0.023596	0.12
0.023623	0.13
0.0243618	0.14
0.0451329	0.15
0.045464	0.16
0.0455792	0.17
0.048022	0.18
0.0484009	0.19
0.0489318	0.20
0.049042	0.21
0.049365	0.22
0.049422	0.23
0.049515	0.24
0.049804	0.25
0.049933	0.26
0.0501671	0.27
0.050245	0.28
0.0505831	0.29
0.050734	0.30
0.050957	0.31
0.0511541	0.32
0.140979	0.33
0.141004	0.34
0.141765	0.35
0.141953	0.36
0.142354	0.37
0.277718	0.38
0.278799	0.39
0.281252	0.40
0.294742	0.41
0.345945	0.42
0.34619	0.43
0.355762	0.44
0.357391	0.45
0.357812	0.46
0.35851	0.47
0.360838	0.48
0.361226	0.49
0.396787	0.50
0.402738	0.51
0.404621	0.52
0.439978	0.53
0.474941	0.54
0.484955	0.55
0.494247	0.56
0.499534	0.57
0.542311	0.58
0.65062	0.59
0.654799	0.60
0.665334	0.61
0.666423	0.62
0.69022	0.63
0.717001	0.64
0.73125	0.65
0.762396	0.66
0.77346	0.67
0.804924	0.68
0.81314	0.69
0.843461	0.70
0.846318	0.71
0.852618	0.72
0.979233	0.73
1.00986	0.74
1.07323	0.75
1.15442	0.76
1.15815	0.77
1.16275	0.78
1.16476	0.79
1.1822	0.80
1.46701	0.81
1.54316	0.82
1.56937	0.83
1.58262	0.84
1.74573	0.85
1.9155	0.86
1.97174	0.87
2.01277	0.88
2.08328	0.89
2.18436	0.90
2.22561	0.91
2.64236	0.92
2.74673	0.93
3.04122	0.94
3.2987	0.95
3.44916	0.96
3.74446	0.97
4.41483	0.98
7.5227	0.99
7.71553	1.00

